respID,qID,altID,obsID,profileID,type,price,freshness,image
1229,5,2,9829,9,Pink Lady,1.5,Excellent,pinkLady.jpg
1229,5,3,9829,24,Pink Lady,3,Excellent,pinkLady.jpg
1229,6,1,9830,32,Gala,4,Excellent,gala.jpg
1229,6,2,9830,82,Gala,2,Poor,gala.jpg
1229,6,3,9830,2,Gala,1,Excellent,gala.jpg
1229,7,1,9831,79,Pink Lady,1.5,Poor,pinkLady.jpg
1229,7,2,9831,99,Pink Lady,3.5,Poor,pinkLady.jpg
1229,7,3,9831,33,Honeycrisp,4,Excellent,honeycrisp.jpg
1229,8,1,9832,40,Red Delicious,1,Average,redDelicious.jpg
1229,8,2,9832,19,Pink Lady,2.5,Excellent,pinkLady.jpg
1229,8,3,9832,52,Gala,2.5,Average,gala.jpg
1230,1,1,9833,99,Pink Lady,3.5,Poor,pinkLady.jpg
1230,1,2,9833,102,Gala,4,Poor,gala.jpg
1230,1,3,9833,70,Red Delicious,4,Average,redDelicious.jpg
1230,2,1,9834,29,Pink Lady,3.5,Excellent,pinkLady.jpg
1230,2,2,9834,75,Red Delicious,1,Poor,redDelicious.jpg
1230,2,3,9834,88,Honeycrisp,2.5,Poor,honeycrisp.jpg
1230,3,1,9835,38,Honeycrisp,1,Average,honeycrisp.jpg
1230,3,2,9835,5,Red Delicious,1,Excellent,redDelicious.jpg
1230,3,3,9835,89,Pink Lady,2.5,Poor,pinkLady.jpg
1230,4,1,9836,65,Red Delicious,3.5,Average,redDelicious.jpg
1230,4,2,9836,89,Pink Lady,2.5,Poor,pinkLady.jpg
1230,4,3,9836,87,Gala,2.5,Poor,gala.jpg
1230,5,1,9837,57,Gala,3,Average,gala.jpg
1230,5,2,9837,40,Red Delicious,1,Average,redDelicious.jpg
1230,5,3,9837,31,Fuji,4,Excellent,fuji.jpg
1230,6,1,9838,8,Honeycrisp,1.5,Excellent,honeycrisp.jpg
1230,6,2,9838,3,Honeycrisp,1,Excellent,honeycrisp.jpg
1230,6,3,9838,4,Pink Lady,1,Excellent,pinkLady.jpg
1230,7,1,9839,101,Fuji,4,Poor,fuji.jpg
1230,7,2,9839,59,Pink Lady,3,Average,pinkLady.jpg
1230,7,3,9839,82,Gala,2,Poor,gala.jpg
1230,8,1,9840,42,Gala,1.5,Average,gala.jpg
1230,8,2,9840,65,Red Delicious,3.5,Average,redDelicious.jpg
1230,8,3,9840,53,Honeycrisp,2.5,Average,honeycrisp.jpg
1231,1,1,9841,40,Red Delicious,1,Average,redDelicious.jpg
1231,1,2,9841,30,Red Delicious,3.5,Excellent,redDelicious.jpg
1231,1,3,9841,68,Honeycrisp,4,Average,honeycrisp.jpg
1231,2,1,9842,83,Honeycrisp,2,Poor,honeycrisp.jpg
1231,2,2,9842,24,Pink Lady,3,Excellent,pinkLady.jpg
1231,2,3,9842,86,Fuji,2.5,Poor,fuji.jpg
1231,3,1,9843,26,Fuji,3.5,Excellent,fuji.jpg
1231,3,2,9843,61,Fuji,3.5,Average,fuji.jpg
1231,3,3,9843,27,Gala,3.5,Excellent,gala.jpg
1231,4,1,9844,103,Honeycrisp,4,Poor,honeycrisp.jpg
1231,4,2,9844,16,Fuji,2.5,Excellent,fuji.jpg
1231,4,3,9844,33,Honeycrisp,4,Excellent,honeycrisp.jpg
1231,5,1,9845,32,Gala,4,Excellent,gala.jpg
1231,5,2,9845,79,Pink Lady,1.5,Poor,pinkLady.jpg
1231,5,3,9845,64,Pink Lady,3.5,Average,pinkLady.jpg
1231,6,1,9846,86,Fuji,2.5,Poor,fuji.jpg
1231,6,2,9846,97,Gala,3.5,Poor,gala.jpg
1231,6,3,9846,7,Gala,1.5,Excellent,gala.jpg
1231,7,1,9847,64,Pink Lady,3.5,Average,pinkLady.jpg
1231,7,2,9847,25,Red Delicious,3,Excellent,redDelicious.jpg
1231,7,3,9847,98,Honeycrisp,3.5,Poor,honeycrisp.jpg
1231,8,1,9848,4,Pink Lady,1,Excellent,pinkLady.jpg
1231,8,2,9848,28,Honeycrisp,3.5,Excellent,honeycrisp.jpg
1231,8,3,9848,41,Fuji,1.5,Average,fuji.jpg
1232,1,1,9849,28,Honeycrisp,3.5,Excellent,honeycrisp.jpg
1232,1,2,9849,27,Gala,3.5,Excellent,gala.jpg
1232,1,3,9849,92,Gala,3,Poor,gala.jpg
1232,2,1,9850,9,Pink Lady,1.5,Excellent,pinkLady.jpg
1232,2,2,9850,95,Red Delicious,3,Poor,redDelicious.jpg
1232,2,3,9850,59,Pink Lady,3,Average,pinkLady.jpg
1232,3,1,9851,1,Fuji,1,Excellent,fuji.jpg
1232,3,2,9851,98,Honeycrisp,3.5,Poor,honeycrisp.jpg
1232,3,3,9851,37,Gala,1,Average,gala.jpg
1232,4,1,9852,92,Gala,3,Poor,gala.jpg
1232,4,2,9852,16,Fuji,2.5,Excellent,fuji.jpg
1232,4,3,9852,53,Honeycrisp,2.5,Average,honeycrisp.jpg
1232,5,1,9853,45,Red Delicious,1.5,Average,redDelicious.jpg
1232,5,2,9853,91,Fuji,3,Poor,fuji.jpg
1232,5,3,9853,17,Gala,2.5,Excellent,gala.jpg
1232,6,1,9854,92,Gala,3,Poor,gala.jpg
1232,6,2,9854,62,Gala,3.5,Average,gala.jpg
1232,6,3,9854,69,Pink Lady,4,Average,pinkLady.jpg
1232,7,1,9855,48,Honeycrisp,2,Average,honeycrisp.jpg
1232,7,2,9855,6,Fuji,1.5,Excellent,fuji.jpg
1232,7,3,9855,30,Red Delicious,3.5,Excellent,redDelicious.jpg
1232,8,1,9856,105,Red Delicious,4,Poor,redDelicious.jpg
1232,8,2,9856,26,Fuji,3.5,Excellent,fuji.jpg
1232,8,3,9856,42,Gala,1.5,Average,gala.jpg
1233,1,1,9857,75,Red Delicious,1,Poor,redDelicious.jpg
1233,1,2,9857,72,Gala,1,Poor,gala.jpg
1233,1,3,9857,9,Pink Lady,1.5,Excellent,pinkLady.jpg
1233,2,1,9858,4,Pink Lady,1,Excellent,pinkLady.jpg
1233,2,2,9858,85,Red Delicious,2,Poor,redDelicious.jpg
1233,2,3,9858,24,Pink Lady,3,Excellent,pinkLady.jpg
1233,3,1,9859,70,Red Delicious,4,Average,redDelicious.jpg
1233,3,2,9859,81,Fuji,2,Poor,fuji.jpg
1233,3,3,9859,67,Gala,4,Average,gala.jpg
1233,4,1,9860,93,Honeycrisp,3,Poor,honeycrisp.jpg
1233,4,2,9860,71,Fuji,1,Poor,fuji.jpg
1233,4,3,9860,3,Honeycrisp,1,Excellent,honeycrisp.jpg
1233,5,1,9861,64,Pink Lady,3.5,Average,pinkLady.jpg
1233,5,2,9861,33,Honeycrisp,4,Excellent,honeycrisp.jpg
1233,5,3,9861,14,Pink Lady,2,Excellent,pinkLady.jpg
1233,6,1,9862,78,Honeycrisp,1.5,Poor,honeycrisp.jpg
1233,6,2,9862,66,Fuji,4,Average,fuji.jpg
1233,6,3,9862,38,Honeycrisp,1,Average,honeycrisp.jpg
1233,7,1,9863,99,Pink Lady,3.5,Poor,pinkLady.jpg
1233,7,2,9863,78,Honeycrisp,1.5,Poor,honeycrisp.jpg
1233,7,3,9863,3,Honeycrisp,1,Excellent,honeycrisp.jpg
1233,8,1,9864,66,Fuji,4,Average,fuji.jpg
1233,8,2,9864,105,Red Delicious,4,Poor,redDelicious.jpg
1233,8,3,9864,92,Gala,3,Poor,gala.jpg
1234,1,1,9865,20,Red Delicious,2.5,Excellent,redDelicious.jpg
1234,1,2,9865,80,Red Delicious,1.5,Poor,redDelicious.jpg
1234,1,3,9865,95,Red Delicious,3,Poor,redDelicious.jpg
1234,2,1,9866,72,Gala,1,Poor,gala.jpg
1234,2,2,9866,5,Red Delicious,1,Excellent,redDelicious.jpg
1234,2,3,9866,75,Red Delicious,1,Poor,redDelicious.jpg
1234,3,1,9867,104,Pink Lady,4,Poor,pinkLady.jpg
1234,3,2,9867,14,Pink Lady,2,Excellent,pinkLady.jpg
1234,3,3,9867,90,Red Delicious,2.5,Poor,redDelicious.jpg
1234,4,1,9868,18,Honeycrisp,2.5,Excellent,honeycrisp.jpg
1234,4,2,9868,15,Red Delicious,2,Excellent,redDelicious.jpg
1234,4,3,9868,26,Fuji,3.5,Excellent,fuji.jpg
1234,5,1,9869,12,Gala,2,Excellent,gala.jpg
1234,5,2,9869,88,Honeycrisp,2.5,Poor,honeycrisp.jpg
1234,5,3,9869,23,Honeycrisp,3,Excellent,honeycrisp.jpg
1234,6,1,9870,65,Red Delicious,3.5,Average,redDelicious.jpg
1234,6,2,9870,80,Red Delicious,1.5,Poor,redDelicious.jpg
1234,6,3,9870,93,Honeycrisp,3,Poor,honeycrisp.jpg
1234,7,1,9871,86,Fuji,2.5,Poor,fuji.jpg
1234,7,2,9871,71,Fuji,1,Poor,fuji.jpg
1234,7,3,9871,85,Red Delicious,2,Poor,redDelicious.jpg
1234,8,1,9872,60,Red Delicious,3,Average,redDelicious.jpg
1234,8,2,9872,43,Honeycrisp,1.5,Average,honeycrisp.jpg
1234,8,3,9872,59,Pink Lady,3,Average,pinkLady.jpg
1235,1,1,9873,29,Pink Lady,3.5,Excellent,pinkLady.jpg
1235,1,2,9873,33,Honeycrisp,4,Excellent,honeycrisp.jpg
1235,1,3,9873,1,Fuji,1,Excellent,fuji.jpg
1235,2,1,9874,81,Fuji,2,Poor,fuji.jpg
1235,2,2,9874,54,Pink Lady,2.5,Average,pinkLady.jpg
1235,2,3,9874,104,Pink Lady,4,Poor,pinkLady.jpg
1235,3,1,9875,70,Red Delicious,4,Average,redDelicious.jpg
1235,3,2,9875,89,Pink Lady,2.5,Poor,pinkLady.jpg
1235,3,3,9875,68,Honeycrisp,4,Average,honeycrisp.jpg
1235,4,1,9876,49,Pink Lady,2,Average,pinkLady.jpg
1235,4,2,9876,74,Pink Lady,1,Poor,pinkLady.jpg
1235,4,3,9876,56,Fuji,3,Average,fuji.jpg
1235,5,1,9877,4,Pink Lady,1,Excellent,pinkLady.jpg
1235,5,2,9877,8,Honeycrisp,1.5,Excellent,honeycrisp.jpg
1235,5,3,9877,99,Pink Lady,3.5,Poor,pinkLady.jpg
1235,6,1,9878,80,Red Delicious,1.5,Poor,redDelicious.jpg
1235,6,2,9878,31,Fuji,4,Excellent,fuji.jpg
1235,6,3,9878,75,Red Delicious,1,Poor,redDelicious.jpg
1235,7,1,9879,89,Pink Lady,2.5,Poor,pinkLady.jpg
1235,7,2,9879,40,Red Delicious,1,Average,redDelicious.jpg
1235,7,3,9879,47,Gala,2,Average,gala.jpg
1235,8,1,9880,22,Gala,3,Excellent,gala.jpg
1235,8,2,9880,83,Honeycrisp,2,Poor,honeycrisp.jpg
1235,8,3,9880,78,Honeycrisp,1.5,Poor,honeycrisp.jpg
1236,1,1,9881,59,Pink Lady,3,Average,pinkLady.jpg
1236,1,2,9881,94,Pink Lady,3,Poor,pinkLady.jpg
1236,1,3,9881,66,Fuji,4,Average,fuji.jpg
1236,2,1,9882,38,Honeycrisp,1,Average,honeycrisp.jpg
1236,2,2,9882,12,Gala,2,Excellent,gala.jpg
1236,2,3,9882,65,Red Delicious,3.5,Average,redDelicious.jpg
1236,3,1,9883,3,Honeycrisp,1,Excellent,honeycrisp.jpg
1236,3,2,9883,39,Pink Lady,1,Average,pinkLady.jpg
1236,3,3,9883,6,Fuji,1.5,Excellent,fuji.jpg
1236,4,1,9884,68,Honeycrisp,4,Average,honeycrisp.jpg
1236,4,2,9884,105,Red Delicious,4,Poor,redDelicious.jpg
1236,4,3,9884,69,Pink Lady,4,Average,pinkLady.jpg
1236,5,1,9885,48,Honeycrisp,2,Average,honeycrisp.jpg
1236,5,2,9885,16,Fuji,2.5,Excellent,fuji.jpg
1236,5,3,9885,91,Fuji,3,Poor,fuji.jpg
1236,6,1,9886,79,Pink Lady,1.5,Poor,pinkLady.jpg
1236,6,2,9886,54,Pink Lady,2.5,Average,pinkLady.jpg
1236,6,3,9886,101,Fuji,4,Poor,fuji.jpg
1236,7,1,9887,88,Honeycrisp,2.5,Poor,honeycrisp.jpg
1236,7,2,9887,81,Fuji,2,Poor,fuji.jpg
1236,7,3,9887,78,Honeycrisp,1.5,Poor,honeycrisp.jpg
1236,8,1,9888,91,Fuji,3,Poor,fuji.jpg
1236,8,2,9888,30,Red Delicious,3.5,Excellent,redDelicious.jpg
1236,8,3,9888,20,Red Delicious,2.5,Excellent,redDelicious.jpg
1237,1,1,9889,65,Red Delicious,3.5,Average,redDelicious.jpg
1237,1,2,9889,47,Gala,2,Average,gala.jpg
1237,1,3,9889,30,Red Delicious,3.5,Excellent,redDelicious.jpg
1237,2,1,9890,19,Pink Lady,2.5,Excellent,pinkLady.jpg
1237,2,2,9890,40,Red Delicious,1,Average,redDelicious.jpg
1237,2,3,9890,50,Red Delicious,2,Average,redDelicious.jpg
1237,3,1,9891,28,Honeycrisp,3.5,Excellent,honeycrisp.jpg
1237,3,2,9891,62,Gala,3.5,Average,gala.jpg
1237,3,3,9891,10,Red Delicious,1.5,Excellent,redDelicious.jpg
1237,4,1,9892,55,Red Delicious,2.5,Average,redDelicious.jpg
1237,4,2,9892,23,Honeycrisp,3,Excellent,honeycrisp.jpg
1237,4,3,9892,76,Fuji,1.5,Poor,fuji.jpg
1237,5,1,9893,71,Fuji,1,Poor,fuji.jpg
1237,5,2,9893,48,Honeycrisp,2,Average,honeycrisp.jpg
1237,5,3,9893,87,Gala,2.5,Poor,gala.jpg
1237,6,1,9894,36,Fuji,1,Average,fuji.jpg
1237,6,2,9894,71,Fuji,1,Poor,fuji.jpg
1237,6,3,9894,38,Honeycrisp,1,Average,honeycrisp.jpg
1237,7,1,9895,37,Gala,1,Average,gala.jpg
1237,7,2,9895,92,Gala,3,Poor,gala.jpg
1237,7,3,9895,27,Gala,3.5,Excellent,gala.jpg
1237,8,1,9896,75,Red Delicious,1,Poor,redDelicious.jpg
1237,8,2,9896,24,Pink Lady,3,Excellent,pinkLady.jpg
1237,8,3,9896,43,Honeycrisp,1.5,Average,honeycrisp.jpg
1238,1,1,9897,53,Honeycrisp,2.5,Average,honeycrisp.jpg
1238,1,2,9897,29,Pink Lady,3.5,Excellent,pinkLady.jpg
1238,1,3,9897,69,Pink Lady,4,Average,pinkLady.jpg
1238,2,1,9898,71,Fuji,1,Poor,fuji.jpg
1238,2,2,9898,101,Fuji,4,Poor,fuji.jpg
1238,2,3,9898,82,Gala,2,Poor,gala.jpg
1238,3,1,9899,66,Fuji,4,Average,fuji.jpg
1238,3,2,9899,92,Gala,3,Poor,gala.jpg
1238,3,3,9899,36,Fuji,1,Average,fuji.jpg
1238,4,1,9900,50,Red Delicious,2,Average,redDelicious.jpg
1238,4,2,9900,63,Honeycrisp,3.5,Average,honeycrisp.jpg
1238,4,3,9900,60,Red Delicious,3,Average,redDelicious.jpg
1238,5,1,9901,52,Gala,2.5,Average,gala.jpg
1238,5,2,9901,82,Gala,2,Poor,gala.jpg
1238,5,3,9901,3,Honeycrisp,1,Excellent,honeycrisp.jpg
1238,6,1,9902,68,Honeycrisp,4,Average,honeycrisp.jpg
1238,6,2,9902,81,Fuji,2,Poor,fuji.jpg
1238,6,3,9902,93,Honeycrisp,3,Poor,honeycrisp.jpg
1238,7,1,9903,90,Red Delicious,2.5,Poor,redDelicious.jpg
1238,7,2,9903,47,Gala,2,Average,gala.jpg
1238,7,3,9903,28,Honeycrisp,3.5,Excellent,honeycrisp.jpg
1238,8,1,9904,45,Red Delicious,1.5,Average,redDelicious.jpg
1238,8,2,9904,29,Pink Lady,3.5,Excellent,pinkLady.jpg
1238,8,3,9904,16,Fuji,2.5,Excellent,fuji.jpg
1239,1,1,9905,102,Gala,4,Poor,gala.jpg
1239,1,2,9905,1,Fuji,1,Excellent,fuji.jpg
1239,1,3,9905,53,Honeycrisp,2.5,Average,honeycrisp.jpg
1239,2,1,9906,5,Red Delicious,1,Excellent,redDelicious.jpg
1239,2,2,9906,32,Gala,4,Excellent,gala.jpg
1239,2,3,9906,39,Pink Lady,1,Average,pinkLady.jpg
1239,3,1,9907,96,Fuji,3.5,Poor,fuji.jpg
1239,3,2,9907,79,Pink Lady,1.5,Poor,pinkLady.jpg
1239,3,3,9907,44,Pink Lady,1.5,Average,pinkLady.jpg
1239,4,1,9908,21,Fuji,3,Excellent,fuji.jpg
1239,4,2,9908,19,Pink Lady,2.5,Excellent,pinkLady.jpg
1239,4,3,9908,104,Pink Lady,4,Poor,pinkLady.jpg
1239,5,1,9909,4,Pink Lady,1,Excellent,pinkLady.jpg
1239,5,2,9909,31,Fuji,4,Excellent,fuji.jpg
1239,5,3,9909,5,Red Delicious,1,Excellent,redDelicious.jpg
1239,6,1,9910,15,Red Delicious,2,Excellent,redDelicious.jpg
1239,6,2,9910,74,Pink Lady,1,Poor,pinkLady.jpg
1239,6,3,9910,47,Gala,2,Average,gala.jpg
1239,7,1,9911,54,Pink Lady,2.5,Average,pinkLady.jpg
1239,7,2,9911,60,Red Delicious,3,Average,redDelicious.jpg
1239,7,3,9911,95,Red Delicious,3,Poor,redDelicious.jpg
1239,8,1,9912,42,Gala,1.5,Average,gala.jpg
1239,8,2,9912,3,Honeycrisp,1,Excellent,honeycrisp.jpg
1239,8,3,9912,63,Honeycrisp,3.5,Average,honeycrisp.jpg
1240,1,1,9913,7,Gala,1.5,Excellent,gala.jpg
1240,1,2,9913,69,Pink Lady,4,Average,pinkLady.jpg
1240,1,3,9913,53,Honeycrisp,2.5,Average,honeycrisp.jpg
1240,2,1,9914,35,Red Delicious,4,Excellent,redDelicious.jpg
1240,2,2,9914,22,Gala,3,Excellent,gala.jpg
1240,2,3,9914,53,Honeycrisp,2.5,Average,honeycrisp.jpg
1240,3,1,9915,21,Fuji,3,Excellent,fuji.jpg
1240,3,2,9915,16,Fuji,2.5,Excellent,fuji.jpg
1240,3,3,9915,12,Gala,2,Excellent,gala.jpg
1240,4,1,9916,105,Red Delicious,4,Poor,redDelicious.jpg
1240,4,2,9916,37,Gala,1,Average,gala.jpg
1240,4,3,9916,26,Fuji,3.5,Excellent,fuji.jpg
1240,5,1,9917,77,Gala,1.5,Poor,gala.jpg
1240,5,2,9917,94,Pink Lady,3,Poor,pinkLady.jpg
1240,5,3,9917,101,Fuji,4,Poor,fuji.jpg
1240,6,1,9918,10,Red Delicious,1.5,Excellent,redDelicious.jpg
1240,6,2,9918,93,Honeycrisp,3,Poor,honeycrisp.jpg
1240,6,3,9918,5,Red Delicious,1,Excellent,redDelicious.jpg
1240,7,1,9919,31,Fuji,4,Excellent,fuji.jpg
1240,7,2,9919,25,Red Delicious,3,Excellent,redDelicious.jpg
1240,7,3,9919,98,Honeycrisp,3.5,Poor,honeycrisp.jpg
1240,8,1,9920,53,Honeycrisp,2.5,Average,honeycrisp.jpg
1240,8,2,9920,37,Gala,1,Average,gala.jpg
1240,8,3,9920,45,Red Delicious,1.5,Average,redDelicious.jpg
1241,1,1,9921,31,Fuji,4,Excellent,fuji.jpg
1241,1,2,9921,46,Fuji,2,Average,fuji.jpg
1241,1,3,9921,65,Red Delicious,3.5,Average,redDelicious.jpg
1241,2,1,9922,68,Honeycrisp,4,Average,honeycrisp.jpg
1241,2,2,9922,60,Red Delicious,3,Average,redDelicious.jpg
1241,2,3,9922,33,Honeycrisp,4,Excellent,honeycrisp.jpg
1241,3,1,9923,87,Gala,2.5,Poor,gala.jpg
1241,3,2,9923,15,Red Delicious,2,Excellent,redDelicious.jpg
1241,3,3,9923,70,Red Delicious,4,Average,redDelicious.jpg
1241,4,1,9924,50,Red Delicious,2,Average,redDelicious.jpg
1241,4,2,9924,47,Gala,2,Average,gala.jpg
1241,4,3,9924,38,Honeycrisp,1,Average,honeycrisp.jpg
1241,5,1,9925,58,Honeycrisp,3,Average,honeycrisp.jpg
1241,5,2,9925,64,Pink Lady,3.5,Average,pinkLady.jpg
1241,5,3,9925,70,Red Delicious,4,Average,redDelicious.jpg
1241,6,1,9926,97,Gala,3.5,Poor,gala.jpg
1241,6,2,9926,49,Pink Lady,2,Average,pinkLady.jpg
1241,6,3,9926,96,Fuji,3.5,Poor,fuji.jpg
1241,7,1,9927,2,Gala,1,Excellent,gala.jpg
1241,7,2,9927,5,Red Delicious,1,Excellent,redDelicious.jpg
1241,7,3,9927,30,Red Delicious,3.5,Excellent,redDelicious.jpg
1241,8,1,9928,43,Honeycrisp,1.5,Average,honeycrisp.jpg
1241,8,2,9928,20,Red Delicious,2.5,Excellent,redDelicious.jpg
1241,8,3,9928,21,Fuji,3,Excellent,fuji.jpg
1242,1,1,9929,29,Pink Lady,3.5,Excellent,pinkLady.jpg
1242,1,2,9929,53,Honeycrisp,2.5,Average,honeycrisp.jpg
1242,1,3,9929,48,Honeycrisp,2,Average,honeycrisp.jpg
1242,2,1,9930,78,Honeycrisp,1.5,Poor,honeycrisp.jpg
1242,2,2,9930,50,Red Delicious,2,Average,redDelicious.jpg
1242,2,3,9930,32,Gala,4,Excellent,gala.jpg
1242,3,1,9931,30,Red Delicious,3.5,Excellent,redDelicious.jpg
1242,3,2,9931,66,Fuji,4,Average,fuji.jpg
1242,3,3,9931,8,Honeycrisp,1.5,Excellent,honeycrisp.jpg
1242,4,1,9932,43,Honeycrisp,1.5,Average,honeycrisp.jpg
1242,4,2,9932,65,Red Delicious,3.5,Average,redDelicious.jpg
1242,4,3,9932,19,Pink Lady,2.5,Excellent,pinkLady.jpg
1242,5,1,9933,93,Honeycrisp,3,Poor,honeycrisp.jpg
1242,5,2,9933,59,Pink Lady,3,Average,pinkLady.jpg
1242,5,3,9933,2,Gala,1,Excellent,gala.jpg
1242,6,1,9934,67,Gala,4,Average,gala.jpg
1242,6,2,9934,55,Red Delicious,2.5,Average,redDelicious.jpg
1242,6,3,9934,65,Red Delicious,3.5,Average,redDelicious.jpg
1242,7,1,9935,60,Red Delicious,3,Average,redDelicious.jpg
1242,7,2,9935,85,Red Delicious,2,Poor,redDelicious.jpg
1242,7,3,9935,1,Fuji,1,Excellent,fuji.jpg
1242,8,1,9936,73,Honeycrisp,1,Poor,honeycrisp.jpg
1242,8,2,9936,13,Honeycrisp,2,Excellent,honeycrisp.jpg
1242,8,3,9936,88,Honeycrisp,2.5,Poor,honeycrisp.jpg
1243,1,1,9937,24,Pink Lady,3,Excellent,pinkLady.jpg
1243,1,2,9937,66,Fuji,4,Average,fuji.jpg
1243,1,3,9937,62,Gala,3.5,Average,gala.jpg
1243,2,1,9938,85,Red Delicious,2,Poor,redDelicious.jpg
1243,2,2,9938,29,Pink Lady,3.5,Excellent,pinkLady.jpg
1243,2,3,9938,23,Honeycrisp,3,Excellent,honeycrisp.jpg
1243,3,1,9939,40,Red Delicious,1,Average,redDelicious.jpg
1243,3,2,9939,55,Red Delicious,2.5,Average,redDelicious.jpg
1243,3,3,9939,15,Red Delicious,2,Excellent,redDelicious.jpg
1243,4,1,9940,102,Gala,4,Poor,gala.jpg
1243,4,2,9940,6,Fuji,1.5,Excellent,fuji.jpg
1243,4,3,9940,75,Red Delicious,1,Poor,redDelicious.jpg
1243,5,1,9941,60,Red Delicious,3,Average,redDelicious.jpg
1243,5,2,9941,77,Gala,1.5,Poor,gala.jpg
1243,5,3,9941,96,Fuji,3.5,Poor,fuji.jpg
1243,6,1,9942,28,Honeycrisp,3.5,Excellent,honeycrisp.jpg
1243,6,2,9942,34,Pink Lady,4,Excellent,pinkLady.jpg
1243,6,3,9942,65,Red Delicious,3.5,Average,redDelicious.jpg
1243,7,1,9943,32,Gala,4,Excellent,gala.jpg
1243,7,2,9943,79,Pink Lady,1.5,Poor,pinkLady.jpg
1243,7,3,9943,90,Red Delicious,2.5,Poor,redDelicious.jpg
1243,8,1,9944,60,Red Delicious,3,Average,redDelicious.jpg
1243,8,2,9944,102,Gala,4,Poor,gala.jpg
1243,8,3,9944,93,Honeycrisp,3,Poor,honeycrisp.jpg
1244,1,1,9945,79,Pink Lady,1.5,Poor,pinkLady.jpg
1244,1,2,9945,45,Red Delicious,1.5,Average,redDelicious.jpg
1244,1,3,9945,100,Red Delicious,3.5,Poor,redDelicious.jpg
1244,2,1,9946,18,Honeycrisp,2.5,Excellent,honeycrisp.jpg
1244,2,2,9946,84,Pink Lady,2,Poor,pinkLady.jpg
1244,2,3,9946,102,Gala,4,Poor,gala.jpg
1244,3,1,9947,40,Red Delicious,1,Average,redDelicious.jpg
1244,3,2,9947,100,Red Delicious,3.5,Poor,redDelicious.jpg
1244,3,3,9947,91,Fuji,3,Poor,fuji.jpg
1244,4,1,9948,27,Gala,3.5,Excellent,gala.jpg
1244,4,2,9948,87,Gala,2.5,Poor,gala.jpg
1244,4,3,9948,51,Fuji,2.5,Average,fuji.jpg
1244,5,1,9949,44,Pink Lady,1.5,Average,pinkLady.jpg
1244,5,2,9949,82,Gala,2,Poor,gala.jpg
1244,5,3,9949,98,Honeycrisp,3.5,Poor,honeycrisp.jpg
1244,6,1,9950,46,Fuji,2,Average,fuji.jpg
1244,6,2,9950,89,Pink Lady,2.5,Poor,pinkLady.jpg
1244,6,3,9950,92,Gala,3,Poor,gala.jpg
1244,7,1,9951,20,Red Delicious,2.5,Excellent,redDelicious.jpg
1244,7,2,9951,47,Gala,2,Average,gala.jpg
1244,7,3,9951,52,Gala,2.5,Average,gala.jpg
1244,8,1,9952,85,Red Delicious,2,Poor,redDelicious.jpg
1244,8,2,9952,57,Gala,3,Average,gala.jpg
1244,8,3,9952,89,Pink Lady,2.5,Poor,pinkLady.jpg
1245,1,1,9953,42,Gala,1.5,Average,gala.jpg
1245,1,2,9953,85,Red Delicious,2,Poor,redDelicious.jpg
1245,1,3,9953,37,Gala,1,Average,gala.jpg
1245,2,1,9954,96,Fuji,3.5,Poor,fuji.jpg
1245,2,2,9954,41,Fuji,1.5,Average,fuji.jpg
1245,2,3,9954,39,Pink Lady,1,Average,pinkLady.jpg
1245,3,1,9955,96,Fuji,3.5,Poor,fuji.jpg
1245,3,2,9955,38,Honeycrisp,1,Average,honeycrisp.jpg
1245,3,3,9955,71,Fuji,1,Poor,fuji.jpg
1245,4,1,9956,27,Gala,3.5,Excellent,gala.jpg
1245,4,2,9956,88,Honeycrisp,2.5,Poor,honeycrisp.jpg
1245,4,3,9956,91,Fuji,3,Poor,fuji.jpg
1245,5,1,9957,35,Red Delicious,4,Excellent,redDelicious.jpg
1245,5,2,9957,59,Pink Lady,3,Average,pinkLady.jpg
1245,5,3,9957,44,Pink Lady,1.5,Average,pinkLady.jpg
1245,6,1,9958,87,Gala,2.5,Poor,gala.jpg
1245,6,2,9958,66,Fuji,4,Average,fuji.jpg
1245,6,3,9958,8,Honeycrisp,1.5,Excellent,honeycrisp.jpg
1245,7,1,9959,102,Gala,4,Poor,gala.jpg
1245,7,2,9959,13,Honeycrisp,2,Excellent,honeycrisp.jpg
1245,7,3,9959,22,Gala,3,Excellent,gala.jpg
1245,8,1,9960,88,Honeycrisp,2.5,Poor,honeycrisp.jpg
1245,8,2,9960,55,Red Delicious,2.5,Average,redDelicious.jpg
1245,8,3,9960,84,Pink Lady,2,Poor,pinkLady.jpg
1246,1,1,9961,1,Fuji,1,Excellent,fuji.jpg
1246,1,2,9961,5,Red Delicious,1,Excellent,redDelicious.jpg
1246,1,3,9961,62,Gala,3.5,Average,gala.jpg
1246,2,1,9962,11,Fuji,2,Excellent,fuji.jpg
1246,2,2,9962,67,Gala,4,Average,gala.jpg
1246,2,3,9962,17,Gala,2.5,Excellent,gala.jpg
1246,3,1,9963,92,Gala,3,Poor,gala.jpg
1246,3,2,9963,53,Honeycrisp,2.5,Average,honeycrisp.jpg
1246,3,3,9963,101,Fuji,4,Poor,fuji.jpg
1246,4,1,9964,19,Pink Lady,2.5,Excellent,pinkLady.jpg
1246,4,2,9964,52,Gala,2.5,Average,gala.jpg
