"type","price","freshness","image","respID","qID","altID","obsID"
"Red Delicious",2.5,"Average","redDelicious.jpg",262,2,3,785
"Red Delicious",1,"Excellent","redDelicious.jpg",262,3,1,786
"Gala",1,"Average","gala.jpg",262,3,2,786
"Pink Lady",2,"Poor","pinkLady.jpg",262,3,3,786
"Honeycrisp",3.5,"Poor","honeycrisp.jpg",263,1,1,787
"Fuji",2,"Excellent","fuji.jpg",263,1,2,787
"Red Delicious",4,"Average","redDelicious.jpg",263,1,3,787
"Fuji",3.5,"Average","fuji.jpg",263,2,1,788
"Red Delicious",3.5,"Poor","redDelicious.jpg",263,2,2,788
"Red Delicious",2.5,"Excellent","redDelicious.jpg",263,2,3,788
"Red Delicious",3.5,"Excellent","redDelicious.jpg",263,3,1,789
"Fuji",2.5,"Average","fuji.jpg",263,3,2,789
"Fuji",2.5,"Poor","fuji.jpg",263,3,3,789
"Gala",3.5,"Poor","gala.jpg",264,1,1,790
"Red Delicious",3.5,"Excellent","redDelicious.jpg",264,1,2,790
"Red Delicious",2.5,"Average","redDelicious.jpg",264,1,3,790
"Honeycrisp",3,"Poor","honeycrisp.jpg",264,2,1,791
"Gala",2,"Excellent","gala.jpg",264,2,2,791
"Honeycrisp",1,"Average","honeycrisp.jpg",264,2,3,791
"Fuji",3.5,"Average","fuji.jpg",264,3,1,792
"Gala",2.5,"Average","gala.jpg",264,3,2,792
"Pink Lady",4,"Average","pinkLady.jpg",264,3,3,792
"Pink Lady",2.5,"Poor","pinkLady.jpg",265,1,1,793
"Gala",4,"Excellent","gala.jpg",265,1,2,793
"Honeycrisp",3.5,"Average","honeycrisp.jpg",265,1,3,793
"Pink Lady",2,"Excellent","pinkLady.jpg",265,2,1,794
"Fuji",1,"Poor","fuji.jpg",265,2,2,794
"Honeycrisp",3.5,"Poor","honeycrisp.jpg",265,2,3,794
"Red Delicious",1.5,"Excellent","redDelicious.jpg",265,3,1,795
"Pink Lady",3,"Average","pinkLady.jpg",265,3,2,795
"Red Delicious",1,"Average","redDelicious.jpg",265,3,3,795
"Pink Lady",4,"Average","pinkLady.jpg",266,1,1,796
"Pink Lady",2.5,"Average","pinkLady.jpg",266,1,2,796
"Red Delicious",3,"Average","redDelicious.jpg",266,1,3,796
"Pink Lady",1.5,"Average","pinkLady.jpg",266,2,1,797
"Pink Lady",2.5,"Average","pinkLady.jpg",266,2,2,797
"Red Delicious",1.5,"Excellent","redDelicious.jpg",266,2,3,797
"Fuji",3.5,"Excellent","fuji.jpg",266,3,1,798
"Honeycrisp",4,"Poor","honeycrisp.jpg",266,3,2,798
"Fuji",1,"Poor","fuji.jpg",266,3,3,798
"Honeycrisp",2,"Excellent","honeycrisp.jpg",267,1,1,799
"Gala",2.5,"Excellent","gala.jpg",267,1,2,799
"Honeycrisp",3.5,"Poor","honeycrisp.jpg",267,1,3,799
"Red Delicious",1.5,"Poor","redDelicious.jpg",267,2,1,800
"Honeycrisp",2.5,"Average","honeycrisp.jpg",267,2,2,800
"Fuji",1,"Average","fuji.jpg",267,2,3,800
"Red Delicious",1.5,"Excellent","redDelicious.jpg",267,3,1,801
"Red Delicious",4,"Excellent","redDelicious.jpg",267,3,2,801
"Pink Lady",1,"Average","pinkLady.jpg",267,3,3,801
"Pink Lady",2,"Poor","pinkLady.jpg",268,1,1,802
"Honeycrisp",3.5,"Average","honeycrisp.jpg",268,1,2,802
"Fuji",1,"Excellent","fuji.jpg",268,1,3,802
"Gala",4,"Excellent","gala.jpg",268,2,1,803
"Gala",2.5,"Poor","gala.jpg",268,2,2,803
"Red Delicious",3,"Excellent","redDelicious.jpg",268,2,3,803
"Fuji",2,"Poor","fuji.jpg",268,3,1,804
"Honeycrisp",2.5,"Poor","honeycrisp.jpg",268,3,2,804
"Pink Lady",2,"Excellent","pinkLady.jpg",268,3,3,804
"Honeycrisp",4,"Poor","honeycrisp.jpg",269,1,1,805
"Gala",3,"Average","gala.jpg",269,1,2,805
"Fuji",2.5,"Excellent","fuji.jpg",269,1,3,805
"Red Delicious",2.5,"Average","redDelicious.jpg",269,2,1,806
"Pink Lady",3,"Poor","pinkLady.jpg",269,2,2,806
"Honeycrisp",2.5,"Average","honeycrisp.jpg",269,2,3,806
"Pink Lady",1.5,"Excellent","pinkLady.jpg",269,3,1,807
"Honeycrisp",3,"Poor","honeycrisp.jpg",269,3,2,807
"Honeycrisp",1.5,"Average","honeycrisp.jpg",269,3,3,807
"Honeycrisp",2.5,"Excellent","honeycrisp.jpg",270,1,1,808
"Pink Lady",1.5,"Poor","pinkLady.jpg",270,1,2,808
"Honeycrisp",4,"Average","honeycrisp.jpg",270,1,3,808
"Gala",4,"Excellent","gala.jpg",270,2,1,809
"Gala",2.5,"Excellent","gala.jpg",270,2,2,809
"Pink Lady",1,"Excellent","pinkLady.jpg",270,2,3,809
"Fuji",2.5,"Poor","fuji.jpg",270,3,1,810
"Honeycrisp",3.5,"Average","honeycrisp.jpg",270,3,2,810
"Red Delicious",3,"Average","redDelicious.jpg",270,3,3,810
"Gala",2,"Poor","gala.jpg",271,1,1,811
"Red Delicious",3,"Average","redDelicious.jpg",271,1,2,811
"Pink Lady",2,"Poor","pinkLady.jpg",271,1,3,811
"Honeycrisp",1.5,"Average","honeycrisp.jpg",271,2,1,812
"Red Delicious",3.5,"Excellent","redDelicious.jpg",271,2,2,812
"Gala",2.5,"Average","gala.jpg",271,2,3,812
"Honeycrisp",3.5,"Average","honeycrisp.jpg",271,3,1,813
"Red Delicious",3.5,"Excellent","redDelicious.jpg",271,3,2,813
"Red Delicious",2,"Excellent","redDelicious.jpg",271,3,3,813
"Pink Lady",1.5,"Average","pinkLady.jpg",272,1,1,814
"Gala",1.5,"Excellent","gala.jpg",272,1,2,814
"Pink Lady",2.5,"Average","pinkLady.jpg",272,1,3,814
"Gala",1.5,"Poor","gala.jpg",272,2,1,815
"Honeycrisp",3.5,"Excellent","honeycrisp.jpg",272,2,2,815
"Honeycrisp",4,"Excellent","honeycrisp.jpg",272,2,3,815
"Red Delicious",2,"Poor","redDelicious.jpg",272,3,1,816
"Pink Lady",3.5,"Poor","pinkLady.jpg",272,3,2,816
"Honeycrisp",2.5,"Excellent","honeycrisp.jpg",272,3,3,816
"Fuji",2,"Poor","fuji.jpg",273,1,1,817
"Fuji",3.5,"Excellent","fuji.jpg",273,1,2,817
"Gala",2.5,"Excellent","gala.jpg",273,1,3,817
"Red Delicious",2,"Excellent","redDelicious.jpg",273,2,1,818
"Fuji",1,"Excellent","fuji.jpg",273,2,2,818
"Gala",2,"Poor","gala.jpg",273,2,3,818
"Red Delicious",2.5,"Excellent","redDelicious.jpg",273,3,1,819
"Pink Lady",1,"Excellent","pinkLady.jpg",273,3,2,819
"Pink Lady",4,"Excellent","pinkLady.jpg",273,3,3,819
"Pink Lady",2,"Average","pinkLady.jpg",274,1,1,820
"Fuji",3,"Average","fuji.jpg",274,1,2,820
"Pink Lady",2.5,"Excellent","pinkLady.jpg",274,1,3,820
"Gala",3,"Excellent","gala.jpg",274,2,1,821
"Fuji",1,"Poor","fuji.jpg",274,2,2,821
"Red Delicious",3.5,"Poor","redDelicious.jpg",274,2,3,821
"Honeycrisp",4,"Excellent","honeycrisp.jpg",274,3,1,822
"Gala",1,"Excellent","gala.jpg",274,3,2,822
"Honeycrisp",1,"Average","honeycrisp.jpg",274,3,3,822
"Fuji",1,"Average","fuji.jpg",275,1,1,823
"Honeycrisp",2,"Poor","honeycrisp.jpg",275,1,2,823
"Gala",1.5,"Average","gala.jpg",275,1,3,823
"Pink Lady",4,"Poor","pinkLady.jpg",275,2,1,824
"Red Delicious",1,"Excellent","redDelicious.jpg",275,2,2,824
"Fuji",1.5,"Excellent","fuji.jpg",275,2,3,824
"Red Delicious",3,"Average","redDelicious.jpg",275,3,1,825
"Honeycrisp",3,"Average","honeycrisp.jpg",275,3,2,825
"Red Delicious",3.5,"Poor","redDelicious.jpg",275,3,3,825
"Gala",2.5,"Excellent","gala.jpg",276,1,1,826
"Gala",2.5,"Average","gala.jpg",276,1,2,826
"Red Delicious",3,"Average","redDelicious.jpg",276,1,3,826
"Pink Lady",3.5,"Average","pinkLady.jpg",276,2,1,827
"Gala",2.5,"Average","gala.jpg",276,2,2,827
"Gala",4,"Average","gala.jpg",276,2,3,827
"Fuji",3,"Excellent","fuji.jpg",276,3,1,828
"Pink Lady",2,"Poor","pinkLady.jpg",276,3,2,828
"Red Delicious",2,"Excellent","redDelicious.jpg",276,3,3,828
"Red Delicious",4,"Average","redDelicious.jpg",277,1,1,829
"Fuji",1.5,"Excellent","fuji.jpg",277,1,2,829
"Red Delicious",2.5,"Average","redDelicious.jpg",277,1,3,829
"Gala",1,"Poor","gala.jpg",277,2,1,830
"Red Delicious",1,"Average","redDelicious.jpg",277,2,2,830
"Red Delicious",3,"Average","redDelicious.jpg",277,2,3,830
"Fuji",2.5,"Average","fuji.jpg",277,3,1,831
"Pink Lady",1.5,"Average","pinkLady.jpg",277,3,2,831
"Gala",4,"Excellent","gala.jpg",277,3,3,831
"Red Delicious",4,"Excellent","redDelicious.jpg",278,1,1,832
"Gala",2,"Average","gala.jpg",278,1,2,832
"Red Delicious",1.5,"Poor","redDelicious.jpg",278,1,3,832
"Pink Lady",1,"Excellent","pinkLady.jpg",278,2,1,833
"Honeycrisp",4,"Average","honeycrisp.jpg",278,2,2,833
"Gala",1.5,"Poor","gala.jpg",278,2,3,833
"Honeycrisp",1.5,"Average","honeycrisp.jpg",278,3,1,834
"Pink Lady",3,"Average","pinkLady.jpg",278,3,2,834
"Fuji",4,"Average","fuji.jpg",278,3,3,834
"Red Delicious",4,"Average","redDelicious.jpg",279,1,1,835
"Fuji",3,"Poor","fuji.jpg",279,1,2,835
"Honeycrisp",2,"Excellent","honeycrisp.jpg",279,1,3,835
"Red Delicious",3.5,"Excellent","redDelicious.jpg",279,2,1,836
"Fuji",3,"Average","fuji.jpg",279,2,2,836
"Gala",1,"Average","gala.jpg",279,2,3,836
"Gala",1.5,"Poor","gala.jpg",279,3,1,837
"Honeycrisp",2.5,"Poor","honeycrisp.jpg",279,3,2,837
"Pink Lady",1.5,"Poor","pinkLady.jpg",279,3,3,837
"Gala",4,"Excellent","gala.jpg",280,1,1,838
"Gala",3,"Excellent","gala.jpg",280,1,2,838
"Pink Lady",3.5,"Excellent","pinkLady.jpg",280,1,3,838
"Red Delicious",2,"Excellent","redDelicious.jpg",280,2,1,839
"Gala",2.5,"Excellent","gala.jpg",280,2,2,839
"Fuji",2,"Poor","fuji.jpg",280,2,3,839
"Red Delicious",2,"Average","redDelicious.jpg",280,3,1,840
"Pink Lady",4,"Poor","pinkLady.jpg",280,3,2,840
"Gala",1,"Poor","gala.jpg",280,3,3,840
"Red Delicious",1,"Excellent","redDelicious.jpg",281,1,1,841
"Pink Lady",3,"Poor","pinkLady.jpg",281,1,2,841
"Pink Lady",1,"Poor","pinkLady.jpg",281,1,3,841
"Red Delicious",1,"Poor","redDelicious.jpg",281,2,1,842
"Pink Lady",1,"Excellent","pinkLady.jpg",281,2,2,842
"Pink Lady",3,"Excellent","pinkLady.jpg",281,2,3,842
"Red Delicious",2.5,"Poor","redDelicious.jpg",281,3,1,843
"Gala",2.5,"Average","gala.jpg",281,3,2,843
"Pink Lady",3,"Poor","pinkLady.jpg",281,3,3,843
"Red Delicious",2.5,"Poor","redDelicious.jpg",282,1,1,844
"Fuji",4,"Excellent","fuji.jpg",282,1,2,844
"Fuji",3.5,"Poor","fuji.jpg",282,1,3,844
"Red Delicious",3,"Average","redDelicious.jpg",282,2,1,845
"Pink Lady",3,"Excellent","pinkLady.jpg",282,2,2,845
"Red Delicious",3.5,"Poor","redDelicious.jpg",282,2,3,845
"Fuji",2,"Average","fuji.jpg",282,3,1,846
"Honeycrisp",3.5,"Poor","honeycrisp.jpg",282,3,2,846
"Honeycrisp",2,"Excellent","honeycrisp.jpg",282,3,3,846
"Pink Lady",2,"Poor","pinkLady.jpg",283,1,1,847
"Fuji",1,"Average","fuji.jpg",283,1,2,847
"Honeycrisp",2.5,"Average","honeycrisp.jpg",283,1,3,847
"Honeycrisp",1.5,"Average","honeycrisp.jpg",283,2,1,848
"Gala",2,"Excellent","gala.jpg",283,2,2,848
"Gala",3.5,"Excellent","gala.jpg",283,2,3,848
"Fuji",3,"Average","fuji.jpg",283,3,1,849
"Fuji",4,"Average","fuji.jpg",283,3,2,849
"Red Delicious",3.5,"Excellent","redDelicious.jpg",283,3,3,849
"Pink Lady",2.5,"Excellent","pinkLady.jpg",284,1,1,850
"Fuji",4,"Average","fuji.jpg",284,1,2,850
"Red Delicious",2.5,"Poor","redDelicious.jpg",284,1,3,850
"Gala",1.5,"Average","gala.jpg",284,2,1,851
"Pink Lady",2.5,"Excellent","pinkLady.jpg",284,2,2,851
"Honeycrisp",3,"Excellent","honeycrisp.jpg",284,2,3,851
"Pink Lady",1,"Excellent","pinkLady.jpg",284,3,1,852
"Red Delicious",1.5,"Average","redDelicious.jpg",284,3,2,852
"Honeycrisp",3.5,"Poor","honeycrisp.jpg",284,3,3,852
"Pink Lady",3,"Average","pinkLady.jpg",285,1,1,853
"Fuji",4,"Excellent","fuji.jpg",285,1,2,853
"Fuji",3.5,"Poor","fuji.jpg",285,1,3,853
"Pink Lady",3.5,"Average","pinkLady.jpg",285,2,1,854
"Gala",1.5,"Average","gala.jpg",285,2,2,854
"Pink Lady",3,"Excellent","pinkLady.jpg",285,2,3,854
"Pink Lady",3,"Excellent","pinkLady.jpg",285,3,1,855
"Honeycrisp",1.5,"Poor","honeycrisp.jpg",285,3,2,855
"Honeycrisp",3,"Excellent","honeycrisp.jpg",285,3,3,855
"Red Delicious",2.5,"Poor","redDelicious.jpg",286,1,1,856
"Honeycrisp",4,"Average","honeycrisp.jpg",286,1,2,856
"Honeycrisp",1,"Excellent","honeycrisp.jpg",286,1,3,856
"Honeycrisp",3,"Average","honeycrisp.jpg",286,2,1,857
"Gala",2,"Poor","gala.jpg",286,2,2,857
"Gala",3.5,"Excellent","gala.jpg",286,2,3,857
"Honeycrisp",3,"Poor","honeycrisp.jpg",286,3,1,858
"Gala",1.5,"Poor","gala.jpg",286,3,2,858
"Honeycrisp",3,"Excellent","honeycrisp.jpg",286,3,3,858
"Gala",1,"Average","gala.jpg",287,1,1,859
"Pink Lady",4,"Poor","pinkLady.jpg",287,1,2,859
"Fuji",1,"Poor","fuji.jpg",287,1,3,859
"Red Delicious",1,"Poor","redDelicious.jpg",287,2,1,860
"Pink Lady",3,"Average","pinkLady.jpg",287,2,2,860
"Red Delicious",3,"Excellent","redDelicious.jpg",287,2,3,860
"Red Delicious",3,"Poor","redDelicious.jpg",287,3,1,861
"Gala",3.5,"Average","gala.jpg",287,3,2,861
"Pink Lady",1.5,"Excellent","pinkLady.jpg",287,3,3,861
"Gala",1.5,"Excellent","gala.jpg",288,1,1,862
"Gala",2.5,"Average","gala.jpg",288,1,2,862
"Honeycrisp",3,"Poor","honeycrisp.jpg",288,1,3,862
"Pink Lady",2.5,"Average","pinkLady.jpg",288,2,1,863
"Red Delicious",1.5,"Poor","redDelicious.jpg",288,2,2,863
"Pink Lady",4,"Excellent","pinkLady.jpg",288,2,3,863
"Honeycrisp",4,"Average","honeycrisp.jpg",288,3,1,864
"Honeycrisp",1.5,"Excellent","honeycrisp.jpg",288,3,2,864
"Fuji",1,"Poor","fuji.jpg",288,3,3,864
"Fuji",1.5,"Excellent","fuji.jpg",289,1,1,865
"Red Delicious",3,"Average","redDelicious.jpg",289,1,2,865
"Pink Lady",3.5,"Average","pinkLady.jpg",289,1,3,865
"Gala",1.5,"Average","gala.jpg",289,2,1,866
"Gala",2,"Excellent","gala.jpg",289,2,2,866
"Red Delicious",3.5,"Poor","redDelicious.jpg",289,2,3,866
"Pink Lady",2,"Average","pinkLady.jpg",289,3,1,867
"Honeycrisp",2,"Average","honeycrisp.jpg",289,3,2,867
"Pink Lady",3.5,"Poor","pinkLady.jpg",289,3,3,867
"Gala",1.5,"Poor","gala.jpg",290,1,1,868
"Honeycrisp",2,"Excellent","honeycrisp.jpg",290,1,2,868
"Gala",2,"Average","gala.jpg",290,1,3,868
"Gala",3.5,"Poor","gala.jpg",290,2,1,869
"Fuji",2.5,"Excellent","fuji.jpg",290,2,2,869
"Gala",3,"Average","gala.jpg",290,2,3,869
"Honeycrisp",1,"Poor","honeycrisp.jpg",290,3,1,870
"Honeycrisp",4,"Average","honeycrisp.jpg",290,3,2,870
"Honeycrisp",1,"Poor","honeycrisp.jpg",290,3,3,870
"Pink Lady",2.5,"Average","pinkLady.jpg",291,1,1,871
"Pink Lady",3,"Average","pinkLady.jpg",291,1,2,871
"Pink Lady",2.5,"Poor","pinkLady.jpg",291,1,3,871
"Red Delicious",4,"Poor","redDelicious.jpg",291,2,1,872
"Red Delicious",1.5,"Poor","redDelicious.jpg",291,2,2,872
"Red Delicious",2,"Poor","redDelicious.jpg",291,2,3,872
"Pink Lady",4,"Excellent","pinkLady.jpg",291,3,1,873
"Fuji",2,"Excellent","fuji.jpg",291,3,2,873
"Fuji",3.5,"Average","fuji.jpg",291,3,3,873
"Pink Lady",4,"Average","pinkLady.jpg",292,1,1,874
"Honeycrisp",2,"Excellent","honeycrisp.jpg",292,1,2,874
"Gala",2,"Poor","gala.jpg",292,1,3,874
"Red Delicious",3.5,"Poor","redDelicious.jpg",292,2,1,875
"Red Delicious",3.5,"Poor","redDelicious.jpg",292,2,2,875
"Gala",3,"Poor","gala.jpg",292,2,3,875
"Fuji",3.5,"Excellent","fuji.jpg",292,3,1,876
"Gala",1,"Average","gala.jpg",292,3,2,876
"Gala",2.5,"Excellent","gala.jpg",292,3,3,876
"Pink Lady",1,"Average","pinkLady.jpg",293,1,1,877
"Gala",1.5,"Poor","gala.jpg",293,1,2,877
"Honeycrisp",2.5,"Poor","honeycrisp.jpg",293,1,3,877
"Red Delicious",1,"Excellent","redDelicious.jpg",293,2,1,878
"Honeycrisp",1,"Poor","honeycrisp.jpg",293,2,2,878
"Gala",2,"Poor","gala.jpg",293,2,3,878
"Red Delicious",1.5,"Excellent","redDelicious.jpg",293,3,1,879
"Fuji",2.5,"Poor","fuji.jpg",293,3,2,879
"Red Delicious",2.5,"Poor","redDelicious.jpg",293,3,3,879
"Fuji",2.5,"Average","fuji.jpg",294,1,1,880
"Gala",4,"Poor","gala.jpg",294,1,2,880
"Red Delicious",1,"Average","redDelicious.jpg",294,1,3,880
"Pink Lady",2,"Excellent","pinkLady.jpg",294,2,1,881
"Gala",1,"Poor","gala.jpg",294,2,2,881
"Pink Lady",1.5,"Average","pinkLady.jpg",294,2,3,881
"Pink Lady",2,"Excellent","pinkLady.jpg",294,3,1,882
"Gala",2.5,"Excellent","gala.jpg",294,3,2,882
"Honeycrisp",1,"Excellent","honeycrisp.jpg",294,3,3,882
"Pink Lady",3.5,"Poor","pinkLady.jpg",295,1,1,883
"Red Delicious",2.5,"Average","redDelicious.jpg",295,1,2,883
"Red Delicious",4,"Average","redDelicious.jpg",295,1,3,883
"Honeycrisp",2,"Poor","honeycrisp.jpg",295,2,1,884
"Gala",2.5,"Excellent","gala.jpg",295,2,2,884
"Fuji",4,"Poor","fuji.jpg",295,2,3,884
"Pink Lady",1.5,"Poor","pinkLady.jpg",295,3,1,885
"Gala",1.5,"Poor","gala.jpg",295,3,2,885
"Red Delicious",2.5,"Poor","redDelicious.jpg",295,3,3,885
"Gala",4,"Average","gala.jpg",296,1,1,886
"Red Delicious",3.5,"Poor","redDelicious.jpg",296,1,2,886
"Fuji",1,"Poor","fuji.jpg",296,1,3,886
"Gala",4,"Average","gala.jpg",296,2,1,887
"Pink Lady",2.5,"Excellent","pinkLady.jpg",296,2,2,887
"Honeycrisp",3.5,"Excellent","honeycrisp.jpg",296,2,3,887
"Gala",3.5,"Poor","gala.jpg",296,3,1,888
"Pink Lady",3.5,"Average","pinkLady.jpg",296,3,2,888
"Fuji",1.5,"Average","fuji.jpg",296,3,3,888
"Pink Lady",2.5,"Average","pinkLady.jpg",297,1,1,889
"Honeycrisp",2.5,"Average","honeycrisp.jpg",297,1,2,889
"Fuji",2,"Poor","fuji.jpg",297,1,3,889
"Red Delicious",4,"Excellent","redDelicious.jpg",297,2,1,890
"Fuji",3,"Excellent","fuji.jpg",297,2,2,890
"Gala",1.5,"Poor","gala.jpg",297,2,3,890
"Gala",3,"Excellent","gala.jpg",297,3,1,891
"Honeycrisp",2.5,"Average","honeycrisp.jpg",297,3,2,891
"Gala",2,"Excellent","gala.jpg",297,3,3,891
"Honeycrisp",4,"Average","honeycrisp.jpg",298,1,1,892
"Red Delicious",2,"Excellent","redDelicious.jpg",298,1,2,892
"Honeycrisp",3.5,"Poor","honeycrisp.jpg",298,1,3,892
"Pink Lady",2,"Poor","pinkLady.jpg",298,2,1,893
"Honeycrisp",1.5,"Poor","honeycrisp.jpg",298,2,2,893
"Pink Lady",2,"Poor","pinkLady.jpg",298,2,3,893
"Honeycrisp",1.5,"Excellent","honeycrisp.jpg",298,3,1,894
"Gala",4,"Excellent","gala.jpg",298,3,2,894
"Red Delicious",2,"Excellent","redDelicious.jpg",298,3,3,894
"Honeycrisp",4,"Poor","honeycrisp.jpg",299,1,1,895
"Red Delicious",4,"Average","redDelicious.jpg",299,1,2,895
"Pink Lady",2.5,"Average","pinkLady.jpg",299,1,3,895
"Gala",3,"Poor","gala.jpg",299,2,1,896
"Gala",1,"Average","gala.jpg",299,2,2,896
"Pink Lady",4,"Excellent","pinkLady.jpg",299,2,3,896
"Pink Lady",1,"Average","pinkLady.jpg",299,3,1,897
"Gala",1,"Average","gala.jpg",299,3,2,897
"Red Delicious",4,"Excellent","redDelicious.jpg",299,3,3,897
"Gala",4,"Average","gala.jpg",300,1,1,898
"Honeycrisp",4,"Excellent","honeycrisp.jpg",300,1,2,898
"Pink Lady",2.5,"Poor","pinkLady.jpg",300,1,3,898
"Honeycrisp",2.5,"Excellent","honeycrisp.jpg",300,2,1,899
"Fuji",3,"Average","fuji.jpg",300,2,2,899
"Honeycrisp",4,"Excellent","honeycrisp.jpg",300,2,3,899
"Pink Lady",2.5,"Average","pinkLady.jpg",300,3,1,900
"Gala",4,"Excellent","gala.jpg",300,3,2,900
"Honeycrisp",3.5,"Average","honeycrisp.jpg",300,3,3,900
"Pink Lady",2.5,"Excellent","pinkLady.jpg",301,1,1,901
"Pink Lady",1,"Excellent","pinkLady.jpg",301,1,2,901
"Pink Lady",2.5,"Excellent","pinkLady.jpg",301,1,3,901
"Gala",3,"Average","gala.jpg",301,2,1,902
"Honeycrisp",3.5,"Excellent","honeycrisp.jpg",301,2,2,902
"Red Delicious",2,"Poor","redDelicious.jpg",301,2,3,902
"Pink Lady",3.5,"Excellent","pinkLady.jpg",301,3,1,903
"Gala",4,"Average","gala.jpg",301,3,2,903
"Pink Lady",3,"Average","pinkLady.jpg",301,3,3,903
"Red Delicious",3.5,"Poor","redDelicious.jpg",302,1,1,904
"Fuji",1,"Excellent","fuji.jpg",302,1,2,904
"Fuji",2,"Excellent","fuji.jpg",302,1,3,904
"Honeycrisp",4,"Average","honeycrisp.jpg",302,2,1,905
"Red Delicious",4,"Average","redDelicious.jpg",302,2,2,905
"Red Delicious",3,"Average","redDelicious.jpg",302,2,3,905
"Pink Lady",3,"Average","pinkLady.jpg",302,3,1,906
"Honeycrisp",1,"Poor","honeycrisp.jpg",302,3,2,906
"Fuji",4,"Poor","fuji.jpg",302,3,3,906
"Honeycrisp",2.5,"Poor","honeycrisp.jpg",303,1,1,907
"Red Delicious",3.5,"Average","redDelicious.jpg",303,1,2,907
"Pink Lady",2,"Average","pinkLady.jpg",303,1,3,907
"Gala",3,"Average","gala.jpg",303,2,1,908
"Fuji",3,"Average","fuji.jpg",303,2,2,908
"Pink Lady",2,"Average","pinkLady.jpg",303,2,3,908
"Fuji",2,"Average","fuji.jpg",303,3,1,909
"Honeycrisp",2.5,"Poor","honeycrisp.jpg",303,3,2,909
"Gala",3,"Excellent","gala.jpg",303,3,3,909
"Fuji",2.5,"Poor","fuji.jpg",304,1,1,910
"Pink Lady",4,"Poor","pinkLady.jpg",304,1,2,910
"Red Delicious",4,"Average","redDelicious.jpg",304,1,3,910
"Honeycrisp",1.5,"Average","honeycrisp.jpg",304,2,1,911
"Honeycrisp",1.5,"Excellent","honeycrisp.jpg",304,2,2,911
"Fuji",1.5,"Average","fuji.jpg",304,2,3,911
"Red Delicious",3,"Poor","redDelicious.jpg",304,3,1,912
"Red Delicious",3.5,"Average","redDelicious.jpg",304,3,2,912
"Red Delicious",2.5,"Average","redDelicious.jpg",304,3,3,912
"Red Delicious",1.5,"Poor","redDelicious.jpg",305,1,1,913
"Gala",1.5,"Average","gala.jpg",305,1,2,913
"Honeycrisp",3.5,"Excellent","honeycrisp.jpg",305,1,3,913
"Honeycrisp",3.5,"Poor","honeycrisp.jpg",305,2,1,914
"Honeycrisp",1.5,"Excellent","honeycrisp.jpg",305,2,2,914
"Pink Lady",2,"Excellent","pinkLady.jpg",305,2,3,914
"Honeycrisp",3.5,"Average","honeycrisp.jpg",305,3,1,915
"Fuji",2,"Poor","fuji.jpg",305,3,2,915
"Red Delicious",2.5,"Excellent","redDelicious.jpg",305,3,3,915
"Gala",4,"Poor","gala.jpg",306,1,1,916
"Fuji",3,"Poor","fuji.jpg",306,1,2,916
"Fuji",2,"Excellent","fuji.jpg",306,1,3,916
"Gala",1,"Poor","gala.jpg",306,2,1,917
"Gala",1.5,"Poor","gala.jpg",306,2,2,917
"Red Delicious",1,"Average","redDelicious.jpg",306,2,3,917
"Red Delicious",4,"Poor","redDelicious.jpg",306,3,1,918
"Pink Lady",2.5,"Average","pinkLady.jpg",306,3,2,918
"Fuji",1,"Excellent","fuji.jpg",306,3,3,918
"Fuji",1.5,"Average","fuji.jpg",307,1,1,919
"Fuji",2,"Average","fuji.jpg",307,1,2,919
"Pink Lady",2.5,"Excellent","pinkLady.jpg",307,1,3,919
"Honeycrisp",1.5,"Excellent","honeycrisp.jpg",307,2,1,920
"Gala",2,"Poor","gala.jpg",307,2,2,920
"Pink Lady",3.5,"Average","pinkLady.jpg",307,2,3,920
"Honeycrisp",2,"Excellent","honeycrisp.jpg",307,3,1,921
"Honeycrisp",2,"Poor","honeycrisp.jpg",307,3,2,921
"Fuji",4,"Average","fuji.jpg",307,3,3,921
"Gala",4,"Average","gala.jpg",308,1,1,922
"Red Delicious",3.5,"Poor","redDelicious.jpg",308,1,2,922
"Honeycrisp",1.5,"Average","honeycrisp.jpg",308,1,3,922
"Honeycrisp",4,"Poor","honeycrisp.jpg",308,2,1,923
"Pink Lady",3,"Poor","pinkLady.jpg",308,2,2,923
"Gala",4,"Average","gala.jpg",308,2,3,923
"Honeycrisp",3.5,"Average","honeycrisp.jpg",308,3,1,924
"Red Delicious",3,"Average","redDelicious.jpg",308,3,2,924
"Pink Lady",2.5,"Excellent","pinkLady.jpg",308,3,3,924
"Fuji",3.5,"Average","fuji.jpg",309,1,1,925
"Gala",2,"Excellent","gala.jpg",309,1,2,925
"Fuji",1,"Poor","fuji.jpg",309,1,3,925
"Gala",1,"Poor","gala.jpg",309,2,1,926
"Fuji",4,"Poor","fuji.jpg",309,2,2,926
"Pink Lady",2,"Excellent","pinkLady.jpg",309,2,3,926
"Gala",4,"Excellent","gala.jpg",309,3,1,927
"Pink Lady",1,"Poor","pinkLady.jpg",309,3,2,927
"Pink Lady",1.5,"Average","pinkLady.jpg",309,3,3,927
"Gala",3,"Excellent","gala.jpg",310,1,1,928
"Red Delicious",4,"Poor","redDelicious.jpg",310,1,2,928
"Pink Lady",3.5,"Average","pinkLady.jpg",310,1,3,928
"Red Delicious",2.5,"Average","redDelicious.jpg",310,2,1,929
